Software providor ID,Customer Type,Annual Charges ,Biggest market,Invoice generation,E invoice generation,Delivery challan Generation,E way bill generation,LR generation,Multi user compatibility,Multi tenant usability,Tasks management,Customization,Vehicle allocation,Inventory Management,Integrated Payment gatways,Logistics management,Customer management,User satisfied
I286157,Large,80000,New Delhi,No,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No
I216145,ALL,80000,Chennai,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes
I954678,Large,25000,Mumbai,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No
I266565,ALL,25000,New Delhi,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes
I328433,Large,150000,Hyderabad,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No
I198034,Large,150000,Kolkata,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes
I294047,SME,100000,Mumbai,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes
I571278,ALL,200000,Chennai,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,No
I152847,ALL,100000,Chennai,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes
I291744,SME,60000,Mumbai,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes
I327986,Large,60000,Bangalore,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No
I274962,SME,150000,New Delhi,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes
I562311,ALL,200000,Chennai,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes
I500582,Large,200000,Chennai,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No
I664069,ALL,200000,Chennai,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No
I406544,Large,60000,New Delhi,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No
I209041,Large,60000,Chennai,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes
I632415,Large,60000,Jaipur,No,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No
I151959,SME,150000,Hyderabad,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No
I108431,SME,80000,Bangalore,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes
I242277,ALL,80000,Kolkata,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes
I231309,Large,60000,Mumbai,Yes,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes
I221116,ALL,60000,Mumbai,No,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No
I201556,SME,150000,Madhya Pradesh,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes
I167084,ALL,80000,Kolkata,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No
I293306,SME,100000,Madhya Pradesh,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No
I125172,Large,60000,Kerala,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes
I179242,SME,200000,Madhya Pradesh,No,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes
I259284,Large,100000,Kolkata,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No
I153353,Large,100000,Mumbai,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes
I223353,SME,60000,Pune,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No
I136416,SME,60000,Mumbai,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes
I125981,SME,25000,Pune,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes
I649471,SME,100000,Chennai,No,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes
I470016,SME,80000,Kerala,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No
I207467,Large,100000,Chennai,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes
I839092,ALL,80000,Hyderabad,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes
I131019,ALL,60000,Pune,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No
I900396,Large,60000,New Delhi,Yes,No,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No
I236868,ALL,200000,Jaipur,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,No
I209488,ALL,80000,New Delhi,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes
I142184,Large,150000,Madhya Pradesh,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes
I283720,SME,200000,Kerala,No,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes
I289989,Large,200000,Mumbai,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No
I271963,SME,200000,Kolkata,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No
I200481,ALL,80000,Madhya Pradesh,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No
I197722,Large,200000,Chennai,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes
I964929,Large,150000,Pune,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes
I335259,Large,60000,Kerala,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes
I662876,Large,150000,Pune,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes
I155529,SME,150000,Jaipur,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No
I336096,ALL,60000,Kolkata,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No
I143391,Large,80000,Hyderabad,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No
I240269,SME,80000,Chennai,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes
I150224,SME,100000,Chennai,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes
I255531,Large,25000,New Delhi,No,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No,Yes
I112567,SME,80000,Kolkata,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,No
I102443,ALL,25000,Kolkata,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes
I397319,Large,60000,Kerala,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes
I825294,Large,60000,Hyderabad,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,No
I129880,ALL,100000,Bangalore,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No
I283654,ALL,100000,Mumbai,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No
I211591,ALL,25000,Kerala,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes
I976412,Large,80000,Chennai,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes
I990147,SME,150000,Mumbai,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes
I285596,ALL,100000,Bangalore,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes
I243270,Large,150000,Kolkata,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,No
I202041,Large,80000,Kolkata,No,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes
I282619,ALL,25000,Bangalore,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes
I108520,Large,200000,Hyderabad,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,No
I177699,SME,80000,New Delhi,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes
I198132,SME,200000,Bangalore,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,Yes
I151058,Large,100000,Kerala,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No
I234861,Large,25000,Bangalore,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,Yes
I305018,ALL,100000,Kolkata,No,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes
I110611,ALL,150000,Hyderabad,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes
I304558,Large,80000,Bangalore,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No
I217404,Large,200000,Pune,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
I247639,ALL,25000,Chennai,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes
I312634,Large,150000,Jaipur,No,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No,Yes
I173904,Large,100000,Chennai,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
I559591,Large,60000,Hyderabad,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No
I280031,SME,100000,Kolkata,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No
I298414,SME,80000,Kolkata,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
I334400,ALL,150000,Bangalore,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No
I127393,Large,100000,New Delhi,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No
I586768,ALL,25000,Mumbai,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No
I146322,Large,60000,Bangalore,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes
I196620,SME,150000,Kolkata,No,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
I175169,SME,200000,Chennai,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes
I496364,ALL,200000,Kerala,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes
I220360,ALL,60000,Madhya Pradesh,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,No
I198680,SME,100000,Pune,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No
I615345,ALL,60000,New Delhi,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No
I358484,ALL,60000,Bangalore,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No
I883986,SME,150000,Bangalore,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,Yes,No
I257503,SME,25000,Bangalore,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes
I277432,SME,60000,New Delhi,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Yes
I337336,SME,100000,Hyderabad,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
I109446,ALL,100000,Madhya Pradesh,Yes,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes
I853175,SME,200000,New Delhi,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No
I330254,Large,60000,Chennai,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes
I622987,SME,100000,New Delhi,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes
I101113,SME,80000,Mumbai,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
I546660,ALL,80000,Kolkata,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No
I124555,Large,80000,New Delhi,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes
I913534,ALL,200000,New Delhi,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
I326821,Large,60000,Jaipur,Yes,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No
I316839,ALL,25000,Bangalore,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No
I150925,SME,100000,Pune,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No
I714588,ALL,25000,Mumbai,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
I317849,ALL,25000,Pune,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No
I299506,SME,80000,Kerala,No,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No
I291360,SME,60000,New Delhi,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
I281126,Large,200000,Kolkata,No,No,Yes,No,Yes,No,No,No,No,Yes,No,Yes,No,No,Yes
I717252,Large,80000,New Delhi,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No
I415863,SME,60000,Madhya Pradesh,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No
I241085,SME,100000,New Delhi,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes
I759018,ALL,60000,New Delhi,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No
I573982,Large,100000,Bangalore,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes
I122940,ALL,150000,Jaipur,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No
I166562,ALL,25000,Kerala,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No
I217532,Large,100000,Mumbai,Yes,Yes,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes
I294979,SME,80000,Mumbai,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No
I955638,Large,60000,Chennai,No,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No
I195171,SME,200000,Bangalore,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,Yes
I152877,SME,100000,Pune,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No
I160706,SME,60000,Mumbai,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes
I186027,Large,80000,Jaipur,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes
I138003,Large,200000,Kerala,Yes,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes
I773692,Large,150000,Madhya Pradesh,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No
I584016,SME,200000,Kerala,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,Yes
I429783,Large,25000,Chennai,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No
I160705,SME,100000,Mumbai,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes
I312873,ALL,80000,Mumbai,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes
I312970,Large,80000,Bangalore,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes
I205607,SME,25000,Kolkata,No,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes
I233696,SME,60000,Madhya Pradesh,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No
I336842,ALL,60000,Chennai,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No
I353512,ALL,100000,Pune,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes
I138590,Large,80000,Bangalore,Yes,Yes,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,No
I756184,Large,80000,Hyderabad,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No
I119107,SME,80000,New Delhi,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No
I278509,ALL,200000,New Delhi,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,No
I816329,SME,100000,Pune,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No
I457626,Large,150000,New Delhi,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No
I219108,SME,100000,Bangalore,No,No,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes
I472023,SME,200000,Jaipur,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No
I773595,Large,150000,New Delhi,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes
I247749,ALL,80000,Jaipur,Yes,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes
I177475,Large,150000,Mumbai,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes
I225404,SME,150000,Bangalore,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No
I337904,ALL,100000,Jaipur,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No
I299260,ALL,200000,Bangalore,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,Yes,No,Yes,No
I995670,ALL,80000,Madhya Pradesh,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes
I450506,SME,25000,Bangalore,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes
I124764,Large,25000,Chennai,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes
I196538,SME,80000,Bangalore,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No
I261376,SME,100000,Bangalore,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No
I165374,Large,60000,Madhya Pradesh,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No
I431826,Large,200000,Kolkata,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
I186456,ALL,25000,Bangalore,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes
I960844,Large,80000,Pune,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes
I219114,Large,60000,Bangalore,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No
I330959,SME,200000,New Delhi,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No
I149176,Large,150000,Kerala,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes
I319373,SME,100000,Chennai,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes,No,No
I562628,SME,80000,Kolkata,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes
I331817,ALL,200000,Kerala,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No
I180680,SME,100000,Pune,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes
I157990,SME,100000,Kolkata,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No
I663500,SME,80000,Jaipur,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No
I959842,SME,25000,Kolkata,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes
I146336,SME,60000,Kolkata,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes
I958825,ALL,200000,Pune,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes
I175383,Large,150000,New Delhi,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No
I323923,ALL,60000,Hyderabad,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No
I112823,Large,150000,Pune,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No
I255528,SME,25000,Pune,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes
I786564,ALL,200000,Pune,Yes,No,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No
I278807,SME,200000,Bangalore,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No
I957809,SME,100000,Kerala,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes
I305468,Large,60000,New Delhi,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No
I184928,Large,80000,Hyderabad,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes
I283562,Large,150000,New Delhi,Yes,No,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
I237836,ALL,80000,Kerala,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,No
I303947,Large,60000,Pune,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes
I208832,Large,80000,Pune,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No
I314727,SME,60000,Chennai,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No
I208769,ALL,60000,Pune,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No
I382152,SME,100000,Hyderabad,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes
I504182,Large,25000,Madhya Pradesh,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes
I224766,SME,200000,Chennai,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes
I201858,SME,200000,Chennai,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes
I143995,SME,25000,Hyderabad,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No
I121464,SME,60000,Jaipur,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No
I244378,ALL,25000,Hyderabad,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes
I329082,Large,100000,Kerala,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,No
I331052,ALL,60000,Chennai,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes
I637119,ALL,150000,Bangalore,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No
I608780,ALL,150000,Madhya Pradesh,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No
I194081,ALL,150000,Kolkata,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No
I202340,Large,100000,Jaipur,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No
I176828,SME,25000,Pune,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,No,No,Yes
I101060,ALL,200000,Mumbai,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes
I321367,SME,200000,Kerala,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No
I230017,Large,200000,Pune,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes
I120802,SME,100000,Pune,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes
I115946,Large,150000,Kerala,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No
I225425,ALL,60000,Kerala,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes,Yes,Yes
I272301,Large,200000,Bangalore,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No
I183194,SME,60000,Kolkata,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No
I261947,SME,150000,New Delhi,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No
I236800,Large,100000,New Delhi,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes
I206649,ALL,150000,Mumbai,Yes,No,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes
I325321,Large,80000,Kolkata,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No
I295379,ALL,25000,Madhya Pradesh,Yes,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No
I315365,ALL,60000,Mumbai,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes
I211414,Large,60000,Kolkata,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
I120078,SME,100000,Kolkata,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No
I342744,SME,25000,Hyderabad,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No
I161824,ALL,150000,Madhya Pradesh,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No
I301731,Large,25000,Pune,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No
I123872,ALL,200000,Hyderabad,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,Yes
I319199,SME,150000,Bangalore,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No
I121404,ALL,200000,Madhya Pradesh,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes
